window_count,trajectory_fraction,replicate_count,rmse_wham,rmse_ui,avg_total_std,avg_within_std,avg_between_std,avg_total_variance,avg_within_variance,avg_between_variance,barrier_height_mean,barrier_height_std,hmc_step_size,hmc_mean_accept_prob,hmc_accept_count,hmc_divergence_count,hmc_mean_sample_std,hmc_max_sample_std,hmc_min_sample_std,hmc_poor_acceptance,hmc_looks_stuck,mcmc_max_r_hat,mcmc_min_n_eff,mcmc_divergence_total
3,0.1,1,21.043765234497343,20.823347400554113,10.199445194725916,10.169454049034517,0.4063315976325,110.95642111197411,110.41468399025122,0.5417371217228968,30.74495232051781,2.340166445771393,0.0625,0.0,0,0,1.7634594870282725,3.7326878620650445,0.006347849809873922,True,False,1.00222102385991,1653.2941489711257,0
