window_count,trajectory_fraction,replicate,result_source,window_overlap_connected,included_in_valid_only_analysis,exclusion_reason,rmse_wham,avg_total_std,avg_total_variance,mean_crps_kj_mol,wham_inclusion_68,wham_inclusion_95,max_r_hat,min_effective_sample_size,divergence_count,r_hat_above_1p05,ess_below_100,failure_reason
8,0.6,5,nuts_refined_fast,False,False,failed_sampler_diagnostics,19.763272645956047,2.797873146373073,8.32453642665119,16.463789200802513,0.075,0.1125,1.0770716553406563,110.63692798236774,0,True,False,failed_sampler_diagnostics
8,0.8,2,nuts,False,False,failed_sampler_diagnostics,12.985193558317194,3.285253538900143,11.05524746079622,10.177742352325344,0.1,0.2125,1.039509413761067,39.25016177836382,0,False,True,failed_sampler_diagnostics
8,0.8,4,nuts,False,False,failed_sampler_diagnostics,19.55992806615628,2.618607317567229,7.4043134634372665,16.636971641862644,0.0125,0.025,1.0398815294573032,73.92009199242139,0,False,True,failed_sampler_diagnostics
8,0.8,5,nuts,False,False,failed_sampler_diagnostics,10.316213553700344,1.4321096049275137,2.8445820053206416,9.013606790797981,0.0875,0.125,1.0272820782903238,85.175866526919,0,False,True,failed_sampler_diagnostics
8,0.9,2,nuts,False,False,failed_sampler_diagnostics,19.474351203575885,4.4087541750048445,19.900879640950098,16.599672868645726,0.0125,0.075,1.0164094341994605,51.82695532225128,0,False,True,failed_sampler_diagnostics
8,0.9,4,nuts,False,False,failed_sampler_diagnostics,11.510053398379906,3.058875736144755,9.516432681562218,8.798323964298897,0.1,0.375,1.0244695070621392,56.62223626864379,0,False,True,failed_sampler_diagnostics
8,1.0,2,nuts,False,False,failed_sampler_diagnostics,19.76364359302211,2.46001858333542,6.457583417802321,16.84205297343906,0.0125,0.05,1.0252538002597233,86.84068906544302,0,False,True,failed_sampler_diagnostics
8,1.0,3,nuts,False,False,failed_sampler_diagnostics,12.066678839321883,2.8856549522909627,8.630682791298245,9.462149147770385,0.0375,0.075,1.0312782423829205,99.49785986468848,0,False,True,failed_sampler_diagnostics
10,0.04,4,nuts,False,False,failed_sampler_diagnostics,13.130878561565408,3.545626930940236,12.77627845294132,8.86322495924677,0.2375,0.325,1.0126505700011001,91.89764493537807,0,False,True,failed_sampler_diagnostics
10,0.063,2,nuts,False,False,failed_sampler_diagnostics,19.7277680235164,3.362571512529809,11.755884342567612,16.59734760786821,0.05,0.1,1.070149464605203,34.68871219458809,0,True,True,failed_sampler_diagnostics
10,0.063,4,nuts,False,False,failed_sampler_diagnostics,16.457058591807744,1.2627541044108093,2.8768174593778575,11.285703493366206,0.025,0.0375,1.0400290755880182,92.28364954450831,0,False,True,failed_sampler_diagnostics
10,0.063,5,nuts,False,False,failed_sampler_diagnostics,17.416311150925594,3.692451437568613,13.82800943976578,11.9734314459361,0.325,0.4,1.008476044804996,78.97658939591624,0,False,True,failed_sampler_diagnostics
10,0.16,3,nuts_refined_fast,False,False,failed_sampler_diagnostics,13.09768781579657,3.262073153262675,10.727586263934443,9.052188335586802,0.0625,0.1625,1.0612015855905785,66.58256873589387,0,True,True,failed_sampler_diagnostics
10,0.25,2,nuts,False,False,failed_sampler_diagnostics,20.395882910440346,3.192621183191858,10.496931210648281,17.133294947651486,0.0625,0.1125,1.0295546958460888,60.55904045922208,0,False,True,failed_sampler_diagnostics
10,0.25,3,nuts,False,False,failed_sampler_diagnostics,13.8176941935628,3.0280246652309692,9.524470082408623,11.062345740738872,0.075,0.15,1.0303472302965575,56.057897591200295,0,False,True,failed_sampler_diagnostics
10,0.25,4,nuts,False,False,failed_sampler_diagnostics,24.92122940220136,3.578458970923324,13.286978305165189,16.1906480610468,0.1875,0.5375,1.0182949284513458,72.89916227950296,0,False,True,failed_sampler_diagnostics
10,0.25,5,nuts,True,False,failed_sampler_diagnostics,12.748676373403491,3.3323665501398994,11.379810051728379,8.92308457278956,0.0375,0.1,1.0048407727360047,47.463250937375136,0,False,True,failed_sampler_diagnostics
10,0.4,2,nuts,False,False,failed_sampler_diagnostics,19.15404550834785,2.890297458470655,8.683584265858837,16.05866573708562,0.05,0.075,1.0265198282089472,68.12686470877826,0,False,True,failed_sampler_diagnostics
10,0.4,3,nuts,False,False,failed_sampler_diagnostics,21.052068352083825,2.7625603905487988,7.8540992970027075,16.942590650857017,0.0625,0.15,1.0458379425344915,89.30523633756516,0,False,True,failed_sampler_diagnostics
