window_count,trajectory_fraction,replicate,result_source,window_overlap_connected,included_in_valid_only_analysis,exclusion_reason,rmse_wham,avg_total_std,avg_total_variance,mean_crps_kj_mol,wham_inclusion_68,wham_inclusion_95,max_r_hat,min_effective_sample_size,divergence_count
4,0.063,5,nuts,True,True,,20.537887982766442,3.7322803130887854,14.403783871791664,15.614614841356905,0.1125,0.15,1.0081312221233338,365.30122696861787,0
4,0.1,1,nuts,False,True,,21.232354095499733,3.868283671053072,15.314900280064284,15.753669374131928,0.075,0.2,1.0115805012307575,296.7372636444928,0
4,0.1,2,nuts,False,False,failed_sampler_diagnostics,20.64262990368859,3.8087923814441282,15.007587551570714,15.77061693826443,0.1125,0.275,1.0266020890130554,89.89087186712548,0
4,0.1,3,nuts,False,False,failed_sampler_diagnostics,17.69195091577868,4.020824003474883,16.53827868192921,12.78777351670107,0.1875,0.3125,1.0128524995486277,93.35349608226889,0
4,0.1,4,nuts,False,True,,20.94147916501535,3.8410889366236547,15.111686214974577,16.166142469371568,0.0375,0.1375,1.0089531144128103,108.54238119070463,0
4,0.1,5,nuts,False,True,,21.472353393022676,4.169583495476083,17.696983759014042,16.01086439505873,0.0625,0.175,1.0045665051337596,227.79068266769295,0
4,0.16,1,nuts_refined_fast,False,True,,21.442869934363106,3.8893698734302817,15.465700892364094,15.870802108037577,0.05,0.175,1.0094834467860354,358.56423106271154,0
4,0.16,2,nuts,False,True,,20.26921462960452,3.1422743321220126,10.372566623746376,16.726435243915823,0.0375,0.0625,1.0186004679894736,125.6382392628116,0
4,0.16,3,nuts,False,True,,17.650622911450764,4.013807689896728,16.4740647294284,13.17204814020769,0.1125,0.275,1.0092514108643118,106.79057666662132,0
4,0.16,4,nuts,False,True,,21.459612073291524,3.2805204815209037,11.270981226001043,16.641748959959955,0.0125,0.1875,1.0098113212133704,164.12678777554044,0
4,0.16,5,nuts,False,False,failed_sampler_diagnostics,19.478427459437494,3.400273565636026,12.135255460202057,16.58251055543817,0.0125,0.025,1.0217611172181897,82.37726396516729,0
4,0.25,1,nuts,False,True,,20.627303965330647,4.034150967002582,16.676116627125044,15.38472303269512,0.0625,0.175,1.0136494809681793,180.6037684797182,0
4,0.25,2,nuts,False,False,failed_sampler_diagnostics,20.728757866547024,3.8928801540030014,15.606094387522688,15.884207208286943,0.05,0.175,1.0292192195002292,97.16505114077145,0
