window_count,trajectory_fraction,replicate_count,rmse_wham,rmse_ui,avg_total_std,avg_within_std,avg_between_std,avg_total_variance,avg_within_variance,avg_between_variance,barrier_height_mean,barrier_height_std,hmc_step_size,hmc_mean_accept_prob,hmc_accept_count,hmc_divergence_count,hmc_mean_sample_std,hmc_max_sample_std,hmc_min_sample_std,hmc_poor_acceptance,hmc_looks_stuck,mcmc_max_r_hat,mcmc_min_n_eff,mcmc_divergence_total
25,1.0,1,0.5347932110425988,0.726989385694482,0.6041392002812213,0.6041392002812213,0.0,0.40268172282859693,0.40268172282859693,0.0,,,,,,,,,,,,,,
