theta_ell,theta_sd,theta_sf,theta_w
-1.247022837574781384e+00,2.291622473903979496e-01,1.965954383917352777e+00,3.319138134929214168e+00
-1.126193548063180394e+00,-7.082995228879032101e-01,1.976380413127503122e+00,3.749152365286264832e+00
-1.198624361862455245e+00,-1.573342476141993629e+00,1.990363766291590952e+00,3.568873625367313007e+00
-1.216931905864606422e+00,1.017652150883207263e+00,1.913083327387116839e+00,3.617319080759474836e+00
-1.145538943221541262e+00,-1.707274458642421555e-02,1.934344732879236695e+00,3.610643537513662515e+00
-1.291072831727417602e+00,-3.014004732496140537e+00,1.935280276978623260e+00,3.359897645539527744e+00
-1.178746711665910718e+00,4.217692942330834027e-01,2.045433943423214718e+00,3.499192702085862638e+00
-1.211642697425162840e+00,-4.242841595151547462e-02,2.039009543720831097e+00,3.477027274693681225e+00
-1.220189478410052875e+00,1.318959974998930695e+00,2.022569215735893433e+00,3.423258737283160880e+00
-1.212405871271961644e+00,2.327095708995050583e-01,2.009788139649924421e+00,3.495542833376489078e+00
-1.185543831451578267e+00,3.429529725186207800e-01,1.964374736421636847e+00,3.583954253115931188e+00
-1.232735679702028797e+00,8.502539215939859396e-01,1.922928843090606410e+00,3.645768512787738835e+00
-1.232805672464019731e+00,3.465391244091566292e-01,1.969043935452619465e+00,3.330678060984158861e+00
-1.196472006898974705e+00,8.093014633573751837e-01,1.974690729024203950e+00,3.579494230996927762e+00
-1.208318484441012863e+00,-2.353872475535180975e+00,1.923582425511505933e+00,3.522611894909600583e+00
-1.203560055431398323e+00,1.039121072340492891e+00,2.060497320296207135e+00,3.433426874344763569e+00
-1.186897098645439463e+00,1.364164923533840224e+00,2.033756317276724790e+00,3.447248839220722783e+00
-1.200890441176354795e+00,8.701194919678877371e-01,1.985488948441276991e+00,3.420805603784511817e+00
-1.186859870882707835e+00,1.320044098085329853e+00,1.985178068263211415e+00,3.693663784005523532e+00
-1.235192829364517131e+00,-1.688019906401902359e+00,1.944182660079588620e+00,3.561981401017137561e+00
-1.262244351494859140e+00,-2.648100213163778971e+00,1.889841755017795943e+00,3.295907399797701753e+00
-1.248736891863955867e+00,-2.022239326142626137e+00,1.939713700419468445e+00,3.630844220657462262e+00
-1.199654923827176312e+00,1.579184187267291151e+00,1.943101699039110120e+00,3.360671928430003508e+00
-1.258921551891767576e+00,-2.295295645355423630e+00,1.955859103828684331e+00,3.480598592519439816e+00
-1.254067296844450397e+00,-1.898406385213922132e-01,1.907677625117474518e+00,3.547466197060566540e+00
-1.103538283101391126e+00,8.354693734568162666e-01,1.995009307541782295e+00,3.693708456699074549e+00
-1.146065897089279417e+00,-4.721952148487067458e-01,2.027686683459875017e+00,3.975494123382323330e+00
-1.144753671850402776e+00,-4.144411551659930582e-01,2.020115423033313817e+00,3.897052431880080103e+00
-1.174393017675379181e+00,-3.414076019772184223e-01,2.032299095822941659e+00,3.961281270063345517e+00
-1.190190177831747631e+00,1.237909500203732138e+00,1.929654817094950126e+00,3.612807438778459890e+00
-1.133876944569938150e+00,3.236701786950768600e-02,1.975310586868464835e+00,3.768116071854957561e+00
-1.206193699836565658e+00,-1.781009142270224554e+00,1.972370479030409518e+00,3.508953615334765352e+00
-1.213835826856084488e+00,-2.129372781940837012e+00,1.968179299705582919e+00,3.536773532015075272e+00
-1.148831772209401025e+00,-1.865148557826785236e+00,1.905245360597113358e+00,3.617332482300503305e+00
-1.311715320864002887e+00,-1.424894970277906570e+00,1.890383280743323180e+00,3.401384759475210018e+00
-1.147617509435530092e+00,7.680797824299374632e-01,2.012003142120430077e+00,3.507367758515526290e+00
-1.224701447491782558e+00,9.609019928398996324e-01,1.975102127881597669e+00,3.652852727175141201e+00
-1.181404261833281844e+00,1.022503241196290880e+00,1.969392547574293495e+00,3.518113626870028821e+00
-1.169978979888200543e+00,-1.793734115472948032e-01,1.991486002768498187e+00,3.459983377690402317e+00
-1.300493131079388576e+00,4.990935041006360207e-01,1.884718218622619235e+00,3.298707328416546236e+00
-1.286310060082147544e+00,3.853594480585678106e-01,1.892886645114482125e+00,3.419020266718264089e+00
-1.258502367286891133e+00,5.827478774642181891e-01,1.974568040560847226e+00,3.322414767951882730e+00
-1.238898999327062267e+00,6.389105897711560011e-01,1.991375663323916356e+00,3.254435679444535712e+00
-1.130611384934297137e+00,-3.785511957739471356e+00,1.925696126418923182e+00,3.822295838259316181e+00
-1.193372228497983967e+00,-2.156421510335047920e+00,1.979419909614613893e+00,3.501775926320257248e+00
-1.205453785165723879e+00,-2.604994456311500173e-01,1.970562222560810151e+00,3.514099688401972621e+00
-1.256715713678870028e+00,-7.603097733003952863e-01,1.938738811618184510e+00,3.525601015774403102e+00
-1.246792146170988103e+00,-9.728876770649842465e-01,1.907225697328531755e+00,3.367307094281274615e+00
-1.181194725550834601e+00,1.041456555310144028e+00,1.908557124132718608e+00,3.619014186394343024e+00
-1.191253314838868649e+00,5.264811145641020707e-01,1.900823974858465215e+00,3.628330361880585109e+00
-1.206414208502352370e+00,-7.409288355396338455e-01,1.980550879585001534e+00,3.484964269463927788e+00
-1.232909819356024173e+00,-1.604272041969581508e+00,1.925204621111595626e+00,3.544899520727475384e+00
-1.265253397458635298e+00,-8.751952125228585899e-01,1.886178425856323004e+00,3.698811414936092667e+00
-1.214981242073002399e+00,1.019702592057411650e+00,1.853595925817359547e+00,3.411549424910700345e+00
-1.238802984568770915e+00,-4.886948596168275150e-01,1.964212451891959477e+00,3.506088717756389528e+00
-1.224264657072245299e+00,1.346605277627364594e-01,1.880482676738891801e+00,3.462163085665738826e+00
-1.246698470807912518e+00,-2.199100519323528014e-01,1.980197099202877009e+00,3.482017399938474256e+00
-1.254634104539718686e+00,-7.504515556522682873e-01,1.937597034601352686e+00,3.379056068195056994e+00
-1.223693164666100675e+00,-1.997295216269454166e+00,1.921875615810075821e+00,3.604262492181860900e+00
-1.212947096044989292e+00,-1.286102425895660373e+00,1.871007421029618811e+00,3.546991275629804985e+00
-1.269903903464437045e+00,8.652793703578560702e-01,2.035273928750112038e+00,3.079521147754324950e+00
-1.295478529350345687e+00,-1.087375389607807330e+00,1.954935708653145365e+00,3.539386915240380294e+00
-1.227621820057076096e+00,-9.280692092370196322e-01,1.932933426561339374e+00,3.273674061160045667e+00
-1.276159373841303735e+00,-9.395127826360852863e-01,1.973469395997244247e+00,3.310786414878730266e+00
-1.278599908325176449e+00,-1.470019914917922499e+00,1.962504691518169642e+00,3.505790601327850808e+00
-1.278934029796125804e+00,-2.454716830715023335e+00,1.958226172157666367e+00,3.512217729449355730e+00
-1.197363976078329673e+00,-1.022302357621304392e+00,1.962529919034247339e+00,3.546697176780428062e+00
-1.198310597563907010e+00,1.367971243752795774e+00,1.905238410314354258e+00,3.611306165733879414e+00
-1.326035375650973291e+00,-7.072345804468903596e-01,1.884950684615926741e+00,3.380508343371623425e+00
-1.305403539564091719e+00,-1.632224107626534249e-01,1.894024373374134429e+00,3.232628158520306272e+00
-1.165291141666165542e+00,-3.330121120381955291e-01,1.993163885987021544e+00,3.737803590754145588e+00
-1.246854247788288683e+00,2.566725086106549925e-01,1.894547574876114027e+00,3.380917858628569306e+00
-1.315017847970291198e+00,-3.629908218648779661e-01,1.922613209599589368e+00,3.388022337784441618e+00
-1.168639205620136456e+00,9.984375344344125214e-01,1.949192250627760581e+00,3.603051025029104792e+00
-1.200396093357528615e+00,1.512220149898477084e+00,1.926539126791612544e+00,3.658765401439015186e+00
-1.227304881281055637e+00,-7.224137777662853477e-02,1.949035523160198125e+00,3.645747045904057071e+00
-1.166223507360443890e+00,-1.071198468157217754e+00,1.972233542989842325e+00,3.571248098553377659e+00
-1.235910162547050550e+00,1.230322699506479989e+00,1.932853929107006596e+00,3.480938690355449783e+00
-1.227392348520075505e+00,-2.821142430071159612e+00,1.933114044237959961e+00,3.505748164461691463e+00
-1.243271416222090142e+00,-3.432231781838406270e+00,1.931891057428251735e+00,3.487734880758301959e+00
-1.221066844361199832e+00,-3.594588656237635682e+00,1.943981057300655069e+00,3.388551130282868584e+00
-1.234324156413565410e+00,-4.192217516662227972e+00,1.916777088534947993e+00,3.503231662092088694e+00
-1.256664417248529730e+00,-4.090344623134889446e+00,1.904136846424880902e+00,3.424196034814901424e+00
