window_count,trajectory_fraction,replicate_count,rmse_wham,rmse_ui,avg_total_std,avg_within_std,avg_between_std,avg_total_variance,avg_within_variance,avg_between_variance,barrier_height_mean,barrier_height_std,hmc_step_size,hmc_mean_accept_prob,hmc_accept_count,hmc_divergence_count,hmc_mean_sample_std,hmc_max_sample_std,hmc_min_sample_std,hmc_poor_acceptance,hmc_looks_stuck,mcmc_max_r_hat,mcmc_min_n_eff,mcmc_divergence_total
3,0.1,1,18.06644194433888,18.045461952941206,8.038153253401125,8.038153253401125,0.0,64.86279952073649,64.86279952073649,0.0,55.57069302886113,0.0,,,,,,,,,,,,
