window_count,trajectory_fraction,replicate_count,rmse_wham,rmse_ui,avg_total_std,avg_within_std,avg_between_std,avg_total_variance,avg_within_variance,avg_between_variance,barrier_height_mean,barrier_height_std,hmc_step_size,hmc_mean_accept_prob,hmc_accept_count,hmc_divergence_count,hmc_mean_sample_std,hmc_max_sample_std,hmc_min_sample_std,hmc_poor_acceptance,hmc_looks_stuck,mcmc_max_r_hat,mcmc_min_n_eff,mcmc_divergence_total
25,1.0,1,2.0236302981878675,2.195229673146261,8.301776871210679,8.301776871210679,0.0,68.91949954874767,68.91949954874767,0.0,52.06614039176202,0.0,,,,,,,,,,,,
