# phi,psi,free_energy_kJ_per_mol
1.308996938995746984e+00,4.363323129985823279e-01,1.479791080719868646e+01
1.483529864195180181e+00,4.363323129985823279e-01,2.394588941065747534e+01
1.658062789394612935e+00,4.363323129985823279e-01,3.489093379119626803e+01
1.832595714594045688e+00,4.363323129985823279e-01,4.587684279187222103e+01
2.007128639793478886e+00,4.363323129985823279e-01,5.655813946101925183e+01
2.181661564992912083e+00,4.363323129985823279e-01,6.417658046159969842e+01
2.356194490192344837e+00,4.363323129985823279e-01,6.880032899081329845e+01
2.530727415391777591e+00,4.363323129985823279e-01,6.784844299931606315e+01
2.705260340591210344e+00,4.363323129985823279e-01,6.066962742424392729e+01
2.879793265790643542e+00,4.363323129985823279e-01,4.926710745232873023e+01
3.054326190990076739e+00,4.363323129985823279e-01,3.707635643234195300e+01
-3.054326190990076739e+00,6.108652381980153034e-01,2.618323935011746073e+01
-2.879793265790643986e+00,6.108652381980153034e-01,1.694754429038441046e+01
-2.705260340591210788e+00,6.108652381980153034e-01,1.130816365299133786e+01
-2.530727415391777591e+00,6.108652381980153034e-01,8.501027271245026995e+00
-2.356194490192344837e+00,6.108652381980153034e-01,7.471403087246535790e+00
-2.181661564992912083e+00,6.108652381980153034e-01,7.363197248307278286e+00
-2.007128639793479330e+00,6.108652381980153034e-01,7.268626433010473065e+00
-1.832595714594046132e+00,6.108652381980153034e-01,6.985866870001830264e+00
-1.658062789394612935e+00,6.108652381980153034e-01,6.579540099029259181e+00
-1.483529864195180181e+00,6.108652381980153034e-01,6.665102554202936957e+00
-1.308996938995746984e+00,6.108652381980153034e-01,8.235870177572289563e+00
-1.134464013796314230e+00,6.108652381980153034e-01,1.260776153676394884e+01
-9.599310885968812546e-01,6.108652381980153034e-01,1.977237337739939704e+01
-7.853981633974482790e-01,6.108652381980153034e-01,2.886955102817202601e+01
-6.108652381980153034e-01,6.108652381980153034e-01,3.841835530014520828e+01
-4.363323129985823279e-01,6.108652381980153034e-01,4.586182813267920722e+01
-2.617993877991495744e-01,6.108652381980153034e-01,5.030447386173685231e+01
-8.726646259971659880e-02,6.108652381980153034e-01,4.961269426656623693e+01
8.726646259971637676e-02,6.108652381980153034e-01,4.380229674403295803e+01
2.617993877991493523e-01,6.108652381980153034e-01,3.401599304978180527e+01
4.363323129985823279e-01,6.108652381980153034e-01,2.357292598379929416e+01
6.108652381980153034e-01,6.108652381980153034e-01,1.438182699928643515e+01
7.853981633974482790e-01,6.108652381980153034e-01,8.420548573379441848e+00
9.599310885968810325e-01,6.108652381980153034e-01,6.803847212372989617e+00
1.134464013796313786e+00,6.108652381980153034e-01,9.680868156127367286e+00
1.308996938995746984e+00,6.108652381980153034e-01,1.651535020008730470e+01
1.483529864195180181e+00,6.108652381980153034e-01,2.602877817139631134e+01
1.658062789394612935e+00,6.108652381980153034e-01,3.705387205103841097e+01
1.832595714594045688e+00,6.108652381980153034e-01,4.818599219612596585e+01
2.007128639793478886e+00,6.108652381980153034e-01,5.870473654446466583e+01
2.181661564992912083e+00,6.108652381980153034e-01,6.627189157600764702e+01
2.356194490192344837e+00,6.108652381980153034e-01,6.985904099984198012e+01
2.530727415391777591e+00,6.108652381980153034e-01,6.774615693345668888e+01
2.705260340591210344e+00,6.108652381980153034e-01,5.953016657586850613e+01
2.879793265790643542e+00,6.108652381980153034e-01,4.825386071662212828e+01
3.054326190990076739e+00,6.108652381980153034e-01,3.635968958419943675e+01
-3.054326190990076739e+00,7.853981633974482790e-01,2.489643581429874075e+01
-2.879793265790643986e+00,7.853981633974482790e-01,1.662271144197134731e+01
-2.705260340591210788e+00,7.853981633974482790e-01,1.182537761772628393e+01
-2.530727415391777591e+00,7.853981633974482790e-01,9.258999346521251894e+00
-2.356194490192344837e+00,7.853981633974482790e-01,8.431858175550251744e+00
-2.181661564992912083e+00,7.853981633974482790e-01,8.573123234401755610e+00
-2.007128639793479330e+00,7.853981633974482790e-01,8.530762816346726396e+00
-1.832595714594046132e+00,7.853981633974482790e-01,7.998537694149465693e+00
-1.658062789394612935e+00,7.853981633974482790e-01,7.489050720596148736e+00
-1.483529864195180181e+00,7.853981633974482790e-01,7.080955269525486706e+00
-1.308996938995746984e+00,7.853981633974482790e-01,8.594957453851819196e+00
-1.134464013796314230e+00,7.853981633974482790e-01,1.305633203100117967e+01
-9.599310885968812546e-01,7.853981633974482790e-01,2.025392577496988977e+01
-7.853981633974482790e-01,7.853981633974482790e-01,2.903996314548802360e+01
-6.108652381980153034e-01,7.853981633974482790e-01,3.807650912779852348e+01
-4.363323129985823279e-01,7.853981633974482790e-01,4.477167882083510619e+01
-2.617993877991495744e-01,7.853981633974482790e-01,4.813064971590787877e+01
-8.726646259971659880e-02,7.853981633974482790e-01,4.598816899271042757e+01
8.726646259971637676e-02,7.853981633974482790e-01,3.926654016081101872e+01
2.617993877991493523e-01,7.853981633974482790e-01,2.959447023241989072e+01
4.363323129985823279e-01,7.853981633974482790e-01,2.009365845161690345e+01
6.108652381980153034e-01,7.853981633974482790e-01,1.242604033018822385e+01
7.853981633974482790e-01,7.853981633974482790e-01,8.236283691050479305e+00
9.599310885968810325e-01,7.853981633974482790e-01,7.772902545920736372e+00
1.134464013796313786e+00,7.853981633974482790e-01,1.145890157877959936e+01
1.308996938995746984e+00,7.853981633974482790e-01,1.844818862766278755e+01
1.483529864195180181e+00,7.853981633974482790e-01,2.824707739572974319e+01
1.658062789394612935e+00,7.853981633974482790e-01,3.932417616070372901e+01
1.832595714594045688e+00,7.853981633974482790e-01,5.017816301055702866e+01
2.007128639793478886e+00,7.853981633974482790e-01,6.017902963872109012e+01
2.181661564992912083e+00,7.853981633974482790e-01,6.701806385653418374e+01
2.356194490192344837e+00,7.853981633974482790e-01,6.912696331751558887e+01
2.530727415391777591e+00,7.853981633974482790e-01,6.643862400636902521e+01
2.705260340591210344e+00,7.853981633974482790e-01,5.818301465451351362e+01
2.879793265790643542e+00,7.853981633974482790e-01,4.684516991907393901e+01
3.054326190990076739e+00,7.853981633974482790e-01,3.553964848038600621e+01
-3.054326190990076739e+00,9.599310885968810325e-01,2.441035065203627141e+01
-2.879793265790643986e+00,9.599310885968810325e-01,1.680373292935687601e+01
-2.705260340591210788e+00,9.599310885968810325e-01,1.263378893952724091e+01
-2.530727415391777591e+00,9.599310885968810325e-01,1.042806680805749409e+01
-2.356194490192344837e+00,9.599310885968810325e-01,9.871662984908882166e+00
-2.181661564992912083e+00,9.599310885968810325e-01,9.919722469210995541e+00
-2.007128639793479330e+00,9.599310885968810325e-01,9.711089227737167207e+00
-1.832595714594046132e+00,9.599310885968810325e-01,9.048538505810073573e+00
-1.658062789394612935e+00,9.599310885968810325e-01,8.298171023426498039e+00
-1.483529864195180181e+00,9.599310885968810325e-01,7.786057779147503410e+00
-1.308996938995746984e+00,9.599310885968810325e-01,9.145199226920892599e+00
-1.134464013796314230e+00,9.599310885968810325e-01,1.354697704807536773e+01
-9.599310885968812546e-01,9.599310885968810325e-01,2.050690819665262410e+01
-7.853981633974482790e-01,9.599310885968810325e-01,2.881160109030650673e+01
-6.108652381980153034e-01,9.599310885968810325e-01,3.713354844364086205e+01
-4.363323129985823279e-01,9.599310885968810325e-01,4.291356428704709458e+01
-2.617993877991495744e-01,9.599310885968810325e-01,4.433077040148749859e+01
-8.726646259971659880e-02,9.599310885968810325e-01,4.073889639364137594e+01
8.726646259971637676e-02,9.599310885968810325e-01,3.397483754037126857e+01
2.617993877991493523e-01,9.599310885968810325e-01,2.579520102021849937e+01
4.363323129985823279e-01,9.599310885968810325e-01,1.812751676470832507e+01
6.108652381980153034e-01,9.599310885968810325e-01,1.248705006947933782e+01
7.853981633974482790e-01,9.599310885968810325e-01,9.526990516538218046e+00
9.599310885968810325e-01,9.599310885968810325e-01,9.865506580100825929e+00
1.134464013796313786e+00,9.599310885968810325e-01,1.374888123180260990e+01
1.308996938995746984e+00,9.599310885968810325e-01,2.092233945874540524e+01
1.483529864195180181e+00,9.599310885968810325e-01,3.054659454906709470e+01
1.658062789394612935e+00,9.599310885968810325e-01,4.158563313868677369e+01
1.832595714594045688e+00,9.599310885968810325e-01,5.189084207143282867e+01
2.007128639793478886e+00,9.599310885968810325e-01,6.140060454729825778e+01
2.181661564992912083e+00,9.599310885968810325e-01,6.744781167778823772e+01
2.356194490192344837e+00,9.599310885968810325e-01,6.885840825587420966e+01
2.530727415391777591e+00,9.599310885968810325e-01,6.479912624963512258e+01
2.705260340591210344e+00,9.599310885968810325e-01,5.682571586068020508e+01
2.879793265790643542e+00,9.599310885968810325e-01,4.594399379736617561e+01
3.054326190990076739e+00,9.599310885968810325e-01,3.476885591040603884e+01
-3.054326190990076739e+00,1.134464013796313786e+00,2.439070732982045797e+01
-2.879793265790643986e+00,1.134464013796313786e+00,1.750260739700385315e+01
-2.705260340591210788e+00,1.134464013796313786e+00,1.371868679305706351e+01
-2.530727415391777591e+00,1.134464013796313786e+00,1.171006225045545612e+01
-2.356194490192344837e+00,1.134464013796313786e+00,1.115248209169233462e+01
-2.181661564992912083e+00,1.134464013796313786e+00,1.126824389626502843e+01
-2.007128639793479330e+00,1.134464013796313786e+00,1.090630723778900446e+01
-1.832595714594046132e+00,1.134464013796313786e+00,1.014024133476588396e+01
-1.658062789394612935e+00,1.134464013796313786e+00,9.042356262099978892e+00
-1.483529864195180181e+00,1.134464013796313786e+00,8.221092999653549782e+00
-1.308996938995746984e+00,1.134464013796313786e+00,9.426528395095806090e+00
-1.134464013796314230e+00,1.134464013796313786e+00,1.352594045211588281e+01
-9.599310885968812546e-01,1.134464013796313786e+00,1.988599661645089256e+01
-7.853981633974482790e-01,1.134464013796313786e+00,2.739030759108725022e+01
-6.108652381980153034e-01,1.134464013796313786e+00,3.432416344788180140e+01
-4.363323129985823279e-01,1.134464013796313786e+00,3.908875421058613142e+01
-2.617993877991495744e-01,1.134464013796313786e+00,3.907129973219054619e+01
-8.726646259971659880e-02,1.134464013796313786e+00,3.563007443061634660e+01
8.726646259971637676e-02,1.134464013796313786e+00,2.984888936185121722e+01
2.617993877991493523e-01,1.134464013796313786e+00,2.377579814676500547e+01
4.363323129985823279e-01,1.134464013796313786e+00,1.815335981761563033e+01
6.108652381980153034e-01,1.134464013796313786e+00,1.396575652158076863e+01
7.853981633974482790e-01,1.134464013796313786e+00,1.192703630290843364e+01
9.599310885968810325e-01,1.134464013796313786e+00,1.256585721582689175e+01
1.134464013796313786e+00,1.134464013796313786e+00,1.653152326677233219e+01
1.308996938995746984e+00,1.134464013796313786e+00,2.362457794294509483e+01
1.483529864195180181e+00,1.134464013796313786e+00,3.300666791097010844e+01
1.658062789394612935e+00,1.134464013796313786e+00,4.357134708951849689e+01
1.832595714594045688e+00,1.134464013796313786e+00,5.358175467575692608e+01
2.007128639793478886e+00,1.134464013796313786e+00,6.256417452620051733e+01
2.181661564992912083e+00,1.134464013796313786e+00,6.761078955803431256e+01
2.356194490192344837e+00,1.134464013796313786e+00,6.825528148180895016e+01
2.530727415391777591e+00,1.134464013796313786e+00,6.319942762180110662e+01
2.705260340591210344e+00,1.134464013796313786e+00,5.535919735602190883e+01
2.879793265790643542e+00,1.134464013796313786e+00,4.498432220624319200e+01
3.054326190990076739e+00,1.134464013796313786e+00,3.430308493307207129e+01
-3.054326190990076739e+00,1.308996938995746984e+00,2.473135206869247327e+01
-2.879793265790643986e+00,1.308996938995746984e+00,1.819868471650117669e+01
-2.705260340591210788e+00,1.308996938995746984e+00,1.405445885145254437e+01
-2.530727415391777591e+00,1.308996938995746984e+00,1.220611582898820302e+01
-2.356194490192344837e+00,1.308996938995746984e+00,1.177523731486744651e+01
-2.181661564992912083e+00,1.308996938995746984e+00,1.191634398925222627e+01
-2.007128639793479330e+00,1.308996938995746984e+00,1.158784314801855331e+01
-1.832595714594046132e+00,1.308996938995746984e+00,1.070629396801006905e+01
-1.658062789394612935e+00,1.308996938995746984e+00,9.504134093690884910e+00
-1.483529864195180181e+00,1.308996938995746984e+00,8.697860625834939796e+00
-1.308996938995746984e+00,1.308996938995746984e+00,9.643724765510974350e+00
-1.134464013796314230e+00,1.308996938995746984e+00,1.319048444446892177e+01
-9.599310885968812546e-01,1.308996938995746984e+00,1.868990784471664313e+01
-7.853981633974482790e-01,1.308996938995746984e+00,2.527316053541373719e+01
-6.108652381980153034e-01,1.308996938995746984e+00,3.073381694495854433e+01
-4.363323129985823279e-01,1.308996938995746984e+00,3.410327908324133972e+01
-2.617993877991495744e-01,1.308996938995746984e+00,3.373746643497796782e+01
-8.726646259971659880e-02,1.308996938995746984e+00,3.141892751551876017e+01
8.726646259971637676e-02,1.308996938995746984e+00,2.742055951687307669e+01
2.617993877991493523e-01,1.308996938995746984e+00,2.334097947388584871e+01
4.363323129985823279e-01,1.308996938995746984e+00,1.941452672616323838e+01
6.108652381980153034e-01,1.308996938995746984e+00,1.625387599334922939e+01
7.853981633974482790e-01,1.308996938995746984e+00,1.455803152413161783e+01
9.599310885968810325e-01,1.308996938995746984e+00,1.529725457727536764e+01
1.134464013796313786e+00,1.308996938995746984e+00,1.890236328142103162e+01
1.308996938995746984e+00,1.308996938995746984e+00,2.557082767949455260e+01
1.483529864195180181e+00,1.308996938995746984e+00,3.452190046431925907e+01
1.658062789394612935e+00,1.308996938995746984e+00,4.465573020404107751e+01
1.832595714594045688e+00,1.308996938995746984e+00,5.434350089651562143e+01
2.007128639793478886e+00,1.308996938995746984e+00,6.250728244408040268e+01
2.181661564992912083e+00,1.308996938995746984e+00,6.716449109845217436e+01
2.356194490192344837e+00,1.308996938995746984e+00,6.723944614926406871e+01
2.530727415391777591e+00,1.308996938995746984e+00,6.229169755275988507e+01
2.705260340591210344e+00,1.308996938995746984e+00,5.439714886174056119e+01
2.879793265790643542e+00,1.308996938995746984e+00,4.414584313424266782e+01
3.054326190990076739e+00,1.308996938995746984e+00,3.394291780421605154e+01
-3.054326190990076739e+00,1.483529864195180181e+00,2.452628147426543137e+01
-2.879793265790643986e+00,1.483529864195180181e+00,1.817243860402367517e+01
-2.705260340591210788e+00,1.483529864195180181e+00,1.428714068287402483e+01
-2.530727415391777591e+00,1.483529864195180181e+00,1.245859418312730149e+01
-2.356194490192344837e+00,1.483529864195180181e+00,1.190403527186814792e+01
-2.181661564992912083e+00,1.483529864195180181e+00,1.196419035370135120e+01
-2.007128639793479330e+00,1.483529864195180181e+00,1.199735726417760517e+01
-1.832595714594046132e+00,1.483529864195180181e+00,1.103261453610980602e+01
-1.658062789394612935e+00,1.483529864195180181e+00,1.003054922111883762e+01
-1.483529864195180181e+00,1.483529864195180181e+00,9.201385849171744624e+00
-1.308996938995746984e+00,1.483529864195180181e+00,9.586207306168178732e+00
-1.134464013796314230e+00,1.483529864195180181e+00,1.235856994501781436e+01
-9.599310885968812546e-01,1.483529864195180181e+00,1.670239984135806566e+01
-7.853981633974482790e-01,1.483529864195180181e+00,2.193346546521059537e+01
-6.108652381980153034e-01,1.483529864195180181e+00,2.599876230781111630e+01
-4.363323129985823279e-01,1.483529864195180181e+00,2.871052396992219968e+01
-2.617993877991495744e-01,1.483529864195180181e+00,2.907909457741077475e+01
-8.726646259971659880e-02,1.483529864195180181e+00,2.856530481378806030e+01
8.726646259971637676e-02,1.483529864195180181e+00,2.655411940432048823e+01
2.617993877991493523e-01,1.483529864195180181e+00,2.433250708555002007e+01
4.363323129985823279e-01,1.483529864195180181e+00,2.159369948004555084e+01
6.108652381980153034e-01,1.483529864195180181e+00,1.894098930216381049e+01
7.853981633974482790e-01,1.483529864195180181e+00,1.734838203148601821e+01
9.599310885968810325e-01,1.483529864195180181e+00,1.779108832903169102e+01
1.134464013796313786e+00,1.483529864195180181e+00,2.087541312573546293e+01
1.308996938995746984e+00,1.483529864195180181e+00,2.698345159580119557e+01
1.483529864195180181e+00,1.483529864195180181e+00,3.543859563712918259e+01
1.658062789394612935e+00,1.483529864195180181e+00,4.532301480834910024e+01
1.832595714594045688e+00,1.483529864195180181e+00,5.467683264186207737e+01
2.007128639793478886e+00,1.483529864195180181e+00,6.266790399087592789e+01
2.181661564992912083e+00,1.483529864195180181e+00,6.711203418638731932e+01
2.356194490192344837e+00,1.483529864195180181e+00,6.644951822180981083e+01
2.530727415391777591e+00,1.483529864195180181e+00,6.166876367880119858e+01
2.705260340591210344e+00,1.483529864195180181e+00,5.363598761998763109e+01
2.879793265790643542e+00,1.483529864195180181e+00,4.347312995654600343e+01
3.054326190990076739e+00,1.483529864195180181e+00,3.348349944231569708e+01
-3.054326190990076739e+00,1.658062789394612935e+00,2.324703993329455898e+01
-2.879793265790643986e+00,1.658062789394612935e+00,1.689806816150112923e+01
-2.705260340591210788e+00,1.658062789394612935e+00,1.309301547276082367e+01
-2.530727415391777591e+00,1.658062789394612935e+00,1.150860473592986466e+01
-2.356194490192344837e+00,1.658062789394612935e+00,1.117668587988215911e+01
-2.181661564992912083e+00,1.658062789394612935e+00,1.128692925748105402e+01
-2.007128639793479330e+00,1.658062789394612935e+00,1.126815998758357651e+01
-1.832595714594046132e+00,1.658062789394612935e+00,1.061610479034676224e+01
-1.658062789394612935e+00,1.658062789394612935e+00,9.686040678564239670e+00
-1.483529864195180181e+00,1.658062789394612935e+00,8.660714324421856958e+00
-1.308996938995746984e+00,1.658062789394612935e+00,8.709609519619084139e+00
-1.134464013796314230e+00,1.658062789394612935e+00,1.051901866721308565e+01
-9.599310885968812546e-01,1.658062789394612935e+00,1.399314850274451238e+01
-7.853981633974482790e-01,1.658062789394612935e+00,1.789414519611566590e+01
-6.108652381980153034e-01,1.658062789394612935e+00,2.142158067107060404e+01
-4.363323129985823279e-01,1.658062789394612935e+00,2.429289842384261533e+01
-2.617993877991495744e-01,1.658062789394612935e+00,2.595666037739782439e+01
-8.726646259971659880e-02,1.658062789394612935e+00,2.694613117154433368e+01
8.726646259971637676e-02,1.658062789394612935e+00,2.677268490264385292e+01
2.617993877991493523e-01,1.658062789394612935e+00,2.601468644711773948e+01
4.363323129985823279e-01,1.658062789394612935e+00,2.431532639835332787e+01
6.108652381980153034e-01,1.658062789394612935e+00,2.201304325701414299e+01
7.853981633974482790e-01,1.658062789394612935e+00,2.035930464230820647e+01
9.599310885968810325e-01,1.658062789394612935e+00,2.013265671864661144e+01
1.134464013796313786e+00,1.658062789394612935e+00,2.250547984100558097e+01
1.308996938995746984e+00,1.658062789394612935e+00,2.771753735627563486e+01
1.483529864195180181e+00,1.658062789394612935e+00,3.550674327334480296e+01
1.658062789394612935e+00,1.658062789394612935e+00,4.487991593283825864e+01
1.832595714594045688e+00,1.658062789394612935e+00,5.395481862860386002e+01
2.007128639793478886e+00,1.658062789394612935e+00,6.154274421031665554e+01
2.181661564992912083e+00,1.658062789394612935e+00,6.573243607290774548e+01
2.356194490192344837e+00,1.658062789394612935e+00,6.498914268774640846e+01
2.530727415391777591e+00,1.658062789394612935e+00,5.975707189318656276e+01
2.705260340591210344e+00,1.658062789394612935e+00,5.169565102609209362e+01
2.879793265790643542e+00,1.658062789394612935e+00,4.163344730082771150e+01
3.054326190990076739e+00,1.658062789394612935e+00,3.179119224015727951e+01
-3.054326190990076739e+00,1.832595714594045688e+00,2.132164275294827860e+01
-2.879793265790643986e+00,1.832595714594045688e+00,1.520131326017818907e+01
-2.705260340591210788e+00,1.832595714594045688e+00,1.138062344450731445e+01
-2.530727415391777591e+00,1.832595714594045688e+00,9.930739643483683210e+00
-2.356194490192344837e+00,1.832595714594045688e+00,9.667227568962438511e+00
-2.181661564992912083e+00,1.832595714594045688e+00,9.968947951019611509e+00
-2.007128639793479330e+00,1.832595714594045688e+00,9.985545966473649671e+00
-1.832595714594046132e+00,1.832595714594045688e+00,9.511560875730468823e+00
-1.658062789394612935e+00,1.832595714594045688e+00,8.702579664359902267e+00
-1.483529864195180181e+00,1.832595714594045688e+00,7.656943484911265863e+00
-1.308996938995746984e+00,1.832595714594045688e+00,7.388276655405499938e+00
-1.134464013796314230e+00,1.832595714594045688e+00,8.399086866844433175e+00
-9.599310885968812546e-01,1.832595714594045688e+00,1.103377998636095469e+01
-7.853981633974482790e-01,1.832595714594045688e+00,1.436565238391953514e+01
-6.108652381980153034e-01,1.832595714594045688e+00,1.772783674095607864e+01
-4.363323129985823279e-01,1.832595714594045688e+00,2.120594900464386967e+01
-2.617993877991495744e-01,1.832595714594045688e+00,2.391735376234865029e+01
-8.726646259971659880e-02,1.832595714594045688e+00,2.621385389202745131e+01
8.726646259971637676e-02,1.832595714594045688e+00,2.787691331039890485e+01
2.617993877991493523e-01,1.832595714594045688e+00,2.795855663115135314e+01
4.363323129985823279e-01,1.832595714594045688e+00,2.699573270285825188e+01
6.108652381980153034e-01,1.832595714594045688e+00,2.497287312951448968e+01
7.853981633974482790e-01,1.832595714594045688e+00,2.262212907087200264e+01
9.599310885968810325e-01,1.832595714594045688e+00,2.144024389285057097e+01
1.134464013796313786e+00,1.832595714594045688e+00,2.276874551534206503e+01
1.308996938995746984e+00,1.832595714594045688e+00,2.724627368765565194e+01
1.483529864195180181e+00,1.832595714594045688e+00,3.449737583121432749e+01
1.658062789394612935e+00,1.832595714594045688e+00,4.345589097725238048e+01
1.832595714594045688e+00,1.832595714594045688e+00,5.246191328410242249e+01
2.007128639793478886e+00,1.832595714594045688e+00,5.967895498072198279e+01
2.181661564992912083e+00,1.832595714594045688e+00,6.379918824612342121e+01
2.356194490192344837e+00,1.832595714594045688e+00,6.315734056013049269e+01
2.530727415391777591e+00,1.832595714594045688e+00,5.770812014304485160e+01
2.705260340591210344e+00,1.832595714594045688e+00,4.959731455648062592e+01
2.879793265790643542e+00,1.832595714594045688e+00,3.954959585386547616e+01
3.054326190990076739e+00,1.832595714594045688e+00,2.971427270030925527e+01
-3.054326190990076739e+00,2.007128639793478886e+00,1.892122481445362325e+01
-2.879793265790643986e+00,2.007128639793478886e+00,1.289720024026065381e+01
-2.705260340591210788e+00,2.007128639793478886e+00,9.321001212858508467e+00
-2.530727415391777591e+00,2.007128639793478886e+00,7.924963255869642786e+00
-2.356194490192344837e+00,2.007128639793478886e+00,7.694151605197130372e+00
-2.181661564992912083e+00,2.007128639793478886e+00,8.371100721710497794e+00
-2.007128639793479330e+00,2.007128639793478886e+00,8.482545310164576691e+00
-1.832595714594046132e+00,2.007128639793478886e+00,7.978883385078017199e+00
-1.658062789394612935e+00,2.007128639793478886e+00,7.380660651939430217e+00
-1.483529864195180181e+00,2.007128639793478886e+00,6.239761017020155620e+00
-1.308996938995746984e+00,2.007128639793478886e+00,5.651303020428398938e+00
-1.134464013796314230e+00,2.007128639793478886e+00,6.261987932299954984e+00
-9.599310885968812546e-01,2.007128639793478886e+00,8.150026126472361909e+00
-7.853981633974482790e-01,2.007128639793478886e+00,1.115713058771477506e+01
-6.108652381980153034e-01,2.007128639793478886e+00,1.482260184776432865e+01
-4.363323129985823279e-01,2.007128639793478886e+00,1.911890004975745683e+01
-2.617993877991495744e-01,2.007128639793478886e+00,2.328089838727926519e+01
-8.726646259971659880e-02,2.007128639793478886e+00,2.662391503621204691e+01
8.726646259971637676e-02,2.007128639793478886e+00,2.940851200260406628e+01
2.617993877991493523e-01,2.007128639793478886e+00,3.038118907065658192e+01
4.363323129985823279e-01,2.007128639793478886e+00,3.007946480065168160e+01
6.108652381980153034e-01,2.007128639793478886e+00,2.764016219447868039e+01
7.853981633974482790e-01,2.007128639793478886e+00,2.458502489895863619e+01
9.599310885968810325e-01,2.007128639793478886e+00,2.229777908808216935e+01
1.134464013796313786e+00,2.007128639793478886e+00,2.256127537399708061e+01
1.308996938995746984e+00,2.007128639793478886e+00,2.608750346156014643e+01
1.483529864195180181e+00,2.007128639793478886e+00,3.287361236236929329e+01
1.658062789394612935e+00,2.007128639793478886e+00,4.146329735438945363e+01
1.832595714594045688e+00,2.007128639793478886e+00,5.033510936110523915e+01
2.007128639793478886e+00,2.007128639793478886e+00,5.773504266461611678e+01
2.181661564992912083e+00,2.007128639793478886e+00,6.196438581664772016e+01
2.356194490192344837e+00,2.007128639793478886e+00,6.111878610280184887e+01
2.530727415391777591e+00,2.007128639793478886e+00,5.523177009693463901e+01
2.705260340591210344e+00,2.007128639793478886e+00,4.713171905642572312e+01
2.879793265790643542e+00,2.007128639793478886e+00,3.704502668469659454e+01
3.054326190990076739e+00,2.007128639793478886e+00,2.720087418143213753e+01
-3.054326190990076739e+00,2.181661564992912083e+00,1.606551496739751883e+01
-2.879793265790643986e+00,2.181661564992912083e+00,1.018119914471659904e+01
-2.705260340591210788e+00,2.181661564992912083e+00,6.720279581194859020e+00
-2.530727415391777591e+00,2.181661564992912083e+00,5.458031895184418225e+00
-2.356194490192344837e+00,2.181661564992912083e+00,5.350202272767889511e+00
-2.181661564992912083e+00,2.181661564992912083e+00,5.833894661398490555e+00
-2.007128639793479330e+00,2.181661564992912083e+00,6.344311054463590338e+00
-1.832595714594046132e+00,2.181661564992912083e+00,5.986711387429714648e+00
-1.658062789394612935e+00,2.181661564992912083e+00,5.452271032978874388e+00
-1.483529864195180181e+00,2.181661564992912083e+00,4.189450018994120839e+00
-1.308996938995746984e+00,2.181661564992912083e+00,3.469880429040164138e+00
-1.134464013796314230e+00,2.181661564992912083e+00,3.724396501147407612e+00
-9.599310885968812546e-01,2.181661564992912083e+00,5.535929666632449120e+00
-7.853981633974482790e-01,2.181661564992912083e+00,8.733596771069104037e+00
-6.108652381980153034e-01,2.181661564992912083e+00,1.284278803430982130e+01
-4.363323129985823279e-01,2.181661564992912083e+00,1.789900854064489977e+01
-2.617993877991495744e-01,2.181661564992912083e+00,2.326066568496688802e+01
-8.726646259971659880e-02,2.181661564992912083e+00,2.791394620175929830e+01
8.726646259971637676e-02,2.181661564992912083e+00,3.198286263670946994e+01
2.617993877991493523e-01,2.181661564992912083e+00,3.368807996105686442e+01
4.363323129985823279e-01,2.181661564992912083e+00,3.356479548799384105e+01
6.108652381980153034e-01,2.181661564992912083e+00,3.036298935591727144e+01
7.853981633974482790e-01,2.181661564992912083e+00,2.580791558081629589e+01
9.599310885968810325e-01,2.181661564992912083e+00,2.194403575865446498e+01
1.134464013796313786e+00,2.181661564992912083e+00,2.105212758654640481e+01
1.308996938995746984e+00,2.181661564992912083e+00,2.402186986364895205e+01
1.483529864195180181e+00,2.181661564992912083e+00,3.048903703885721939e+01
1.658062789394612935e+00,2.181661564992912083e+00,3.885093983352083313e+01
1.832595714594045688e+00,2.181661564992912083e+00,4.791087070280104854e+01
2.007128639793478886e+00,2.181661564992912083e+00,5.504401119847943846e+01
2.181661564992912083e+00,2.181661564992912083e+00,5.930059737247434271e+01
2.356194490192344837e+00,2.181661564992912083e+00,5.826485720585853301e+01
2.530727415391777591e+00,2.181661564992912083e+00,5.261937536919994329e+01
2.705260340591210344e+00,2.181661564992912083e+00,4.431727477118673164e+01
2.879793265790643542e+00,2.181661564992912083e+00,3.409190682648876702e+01
3.054326190990076739e+00,2.181661564992912083e+00,2.428948144250686880e+01
-3.054326190990076739e+00,2.356194490192344837e+00,1.374751746407492448e+01
-2.879793265790643986e+00,2.356194490192344837e+00,7.898167322839007021e+00
-2.705260340591210788e+00,2.356194490192344837e+00,4.514990148315807694e+00
-2.530727415391777591e+00,2.356194490192344837e+00,3.174865047311316246e+00
-2.356194490192344837e+00,2.356194490192344837e+00,3.313968672906469237e+00
-2.181661564992912083e+00,2.356194490192344837e+00,3.831562349225389852e+00
-2.007128639793479330e+00,2.356194490192344837e+00,4.386488739707791851e+00
-1.832595714594046132e+00,2.356194490192344837e+00,4.208235973015933773e+00
-1.658062789394612935e+00,2.356194490192344837e+00,3.400758926504541257e+00
-1.483529864195180181e+00,2.356194490192344837e+00,2.251265444633324009e+00
-1.308996938995746984e+00,2.356194490192344837e+00,1.538018038729969561e+00
