x_nm,pmf_mean_kJmol,pmf_std_kJmol,pmf_within_std_kJmol,pmf_between_std_kJmol,pmf_variance_kJmol2,pmf_within_variance_kJmol2,pmf_between_variance_kJmol2
1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4898989898989898,-2.1115366460538816,0.07082743816804002,0.07082743816804002,0.0,0.0050165259974475325,0.0050165259974475325,0.0
1.5297979797979797,-3.699031187495002,0.11413931182341001,0.11413931182341001,0.0,0.013027782503521625,0.013027782503521625,0.0
1.5696969696969696,-5.313790971481918,0.15136622532848681,0.15136622532848681,0.0,0.022911734170194244,0.022911734170194244,0.0
1.6095959595959595,-7.2804469810547285,0.17694911635006688,0.17694911635006688,0.0,0.0313109897770695,0.0313109897770695,0.0
1.6494949494949496,-8.987042109021473,0.19447478953034672,0.19447478953034672,0.0,0.03782044376287265,0.03782044376287265,0.0
1.6893939393939394,-10.144064369697643,0.21249887016493946,0.21249887016493946,0.0,0.0451557698213758,0.0451557698213758,0.0
1.7292929292929293,-11.468543562215162,0.23875922628598986,0.23875922628598986,0.0,0.057005968136684515,0.057005968136684515,0.0
1.7691919191919192,-12.991094089117851,0.265901803346681,0.265901803346681,0.0,0.07070376902301703,0.07070376902301703,0.0
1.809090909090909,-14.03926751771315,0.28614584645174834,0.28614584645174834,0.0,0.08187944544158754,0.08187944544158754,0.0
1.848989898989899,-14.878795711685493,0.3002073623623376,0.3002073623623376,0.0,0.09012446041655187,0.09012446041655187,0.0
1.8888888888888888,-16.000849066060255,0.3120039882984992,0.3120039882984992,0.0,0.09734648871417,0.09734648871417,0.0
1.9287878787878787,-17.05996401207851,0.32278175766437006,0.32278175766437006,0.0,0.10418806308090012,0.10418806308090012,0.0
1.9686868686868686,-17.68541799479431,0.33196333614423895,0.33196333614423895,0.0,0.110199656544013,0.110199656544013,0.0
2.0085858585858585,-18.23591107334053,0.3438052451472262,0.3438052451472262,0.0,0.1182020465907443,0.1182020465907443,0.0
2.0484848484848484,-18.73338892845367,0.3578884310710407,0.3578884310710407,0.0,0.12808412909449102,0.12808412909449102,0.0
2.0883838383838382,-18.864666718387085,0.3706291117709479,0.3706291117709479,0.0,0.1373659384921218,0.1373659384921218,0.0
2.128282828282828,-18.8351273711332,0.3820850810877382,0.3820850810877382,0.0,0.14598900918982347,0.14598900918982347,0.0
2.168181818181818,-18.91499250275472,0.39796419176159165,0.39796419176159165,0.0,0.15837549792445688,0.15837549792445688,0.0
2.2080808080808083,-18.949720577543157,0.4212344869721251,0.4212344869721251,0.0,0.17743849301466946,0.17743849301466946,0.0
2.2479797979797977,-18.80393526825255,0.44461887926868027,0.44461887926868027,0.0,0.19768594780213727,0.19768594780213727,0.0
2.287878787878788,-18.562508021342687,0.460445037576392,0.460445037576392,0.0,0.21200963262872505,0.21200963262872505,0.0
2.3277777777777775,-18.199578604033775,0.4696075184840191,0.4696075184840191,0.0,0.22053122141671835,0.22053122141671835,0.0
2.367676767676768,-17.61432832940307,0.47814287825409185,0.47814287825409185,0.0,0.22862061202510728,0.22862061202510728,0.0
2.4075757575757573,-16.99867648894265,0.49031664292182836,0.49031664292182836,0.0,0.24041041032613172,0.24041041032613172,0.0
2.4474747474747476,-16.588141350091327,0.5083259215373892,0.5083259215373892,0.0,0.25839524250683593,0.25839524250683593,0.0
2.487373737373737,-16.10945615659529,0.5255675874803708,0.5255675874803708,0.0,0.27622128900993725,0.27622128900993725,0.0
2.5272727272727273,-15.2925271920717,0.5369078434686932,0.5369078434686932,0.0,0.28827003237820276,0.28827003237820276,0.0
