theta_ell,theta_sd,theta_sf,theta_w
-1.293313710717475251e+00,7.955144920171904888e-01,2.247516379224159255e+00,3.529102714654128281e+00
-1.294410664095074326e+00,5.843862153630935419e-01,2.257617609958025184e+00,3.534690067054564455e+00
-1.278124576181662198e+00,1.205574484093924204e-01,2.239348846123334180e+00,3.539839513774289070e+00
-1.279421124150042610e+00,1.475545588477632730e+00,2.249894067397734343e+00,3.574387012803824426e+00
-1.286153252911226508e+00,1.930089300884010761e+00,2.245704751599047810e+00,3.666918063095733871e+00
-1.286987646190597356e+00,1.047753518278698781e+00,2.247852426724150199e+00,3.713412884099232869e+00
-1.312756549661211469e+00,3.524229273651491301e-02,2.227741445868740122e+00,3.674656048585330570e+00
-1.306797126314729995e+00,-1.596105254665766138e-01,2.263869736084333617e+00,3.688998645636750506e+00
-1.292993313255466292e+00,4.594554268884665227e-01,2.341799650410402833e+00,3.519936671883831192e+00
-1.314693975646160640e+00,8.223066076456898577e-01,2.361200655057162923e+00,3.413890903298659296e+00
-1.359705268495648545e+00,-2.014072969770016042e-01,2.224614282530980258e+00,3.472507635103948775e+00
-1.361622610035295722e+00,4.346604929057676925e-01,2.276479194428259856e+00,3.471184821146263921e+00
-1.372224554882712777e+00,-2.886394033744101861e-01,2.262114950706425986e+00,3.477360524018965116e+00
-1.307337482819249441e+00,-6.284164263344812484e-01,2.291091090429399291e+00,3.647219358367319586e+00
-1.299430832454612883e+00,1.323598818963174217e+00,2.234342828105636336e+00,3.722123124439743247e+00
-1.291451867933264941e+00,-5.199133631438510594e-01,2.259511253097632455e+00,3.643838831804834921e+00
-1.313613048178214893e+00,-5.988688693147543596e-01,2.305629861747595655e+00,3.497063411932253896e+00
-1.301807763009286134e+00,2.647353305145505598e-01,2.300358521804799494e+00,3.596021769721286176e+00
-1.366385873020964148e+00,-8.198425151995260007e-01,2.266335978483628111e+00,3.450967772687919322e+00
-1.349908500943942213e+00,4.408774692156781083e-01,2.272875576630617900e+00,3.353430531796249614e+00
-1.409015933497252071e+00,1.119246203036891041e+00,2.296395135457905745e+00,3.297753369598416917e+00
-1.368806048361415950e+00,8.775454794224361033e-01,2.320927174488688571e+00,3.212391960377503519e+00
-1.279415662022603817e+00,-1.610972767609149647e+00,2.308361927280838000e+00,3.691956774025475063e+00
-1.217825626456754629e+00,-2.032456535622694904e+00,2.306552271976317847e+00,3.780857140327487542e+00
-1.266368047610228587e+00,1.406794389558777336e+00,2.263268362679898171e+00,3.633982433670697620e+00
-1.291332779003118825e+00,5.387985313505796459e-01,2.269561236962033934e+00,3.701861385062144461e+00
-1.302783538287024312e+00,-9.374606857436972307e-01,2.283293987286682203e+00,3.642408398353767840e+00
-1.238222008412269037e+00,1.171068792873639852e+00,2.310749141831027753e+00,3.732713573535090479e+00
-1.258787506341344731e+00,-1.385141727494204389e+00,2.321021012988457866e+00,3.627370483867768058e+00
