window_count,trajectory_fraction,replicate_count,rmse_wham,rmse_ui,avg_total_std,avg_within_std,avg_between_std,avg_total_variance,avg_within_variance,avg_between_variance,barrier_height_mean,barrier_height_std,hmc_step_size,hmc_mean_accept_prob,hmc_accept_count,hmc_divergence_count,hmc_mean_sample_std,hmc_max_sample_std,hmc_min_sample_std,hmc_poor_acceptance,hmc_looks_stuck,mcmc_max_r_hat,mcmc_min_n_eff,mcmc_divergence_total
3,0.1,1,9.460835995359913,9.565183280300257,8.872842252181181,8.872842252181181,0.0,78.73708980702025,78.73708980702025,0.0,61.310232120143326,0.0,,,,,,,,,,,,
